Country_Name,Country_Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Income_Group
Morocco,MAR,29746594223.0,31883417811.0,38675709830.0,44389868730.0,47254096469.0,51537772466.0,59643323609.0,69472020438.0,71403234414.0,71503944305.0,79322117702.0,78855523620.0,85236333353.0,88031476393.0,77703061151.0,80341575325.0,84376289723.0,90957053515.0,91879984611.0,Lower middle income
Moldova,MDA,1497083813.0,1715853017.0,2183995094.0,2700916753.0,3283313439.0,3881814319.0,4993291790.0,6875612779.0,6172502970.0,7562752933.0,9212706199.0,9566308699.0,10120069937.0,9947579678.0,7895868800.0,8155156366.0,9733766863.0,11454469483.0,11902313920.0,Upper middle income
Madagascar,MDG,4697926028.0,5115172381.0,5921179982.0,4492911419.0,5341556485.0,5552613171.0,7211180399.0,8601223285.0,8120314799.0,8694815859.0,10130098019.0,10296191025.0,11592463850.0,11134779157.0,10014897683.0,10223407762.0,11559811835.0,11713342750.0,11801738797.0,Low income
Mexico,MEX,596142000000.0,617992000000.0,592665000000.0,616481000000.0,694520000000.0,756978000000.0,816586000000.0,862041000000.0,699745000000.0,815784000000.0,904064000000.0,920891000000.0,1002480000000.0,1026700000000.0,910883000000.0,836182000000.0,890459000000.0,933276000000.0,968222000000.0,Upper middle income
North Macedonia,MKD,3551091978.0,3942063534.0,4838823098.0,5592765822.0,6032075514.0,6556622911.0,7848570751.0,9630908791.0,9009038426.0,8827051074.0,9658247194.0,9018172782.0,9655525452.0,9875745901.0,8637235290.0,8788588900.0,9223495623.0,10163720491.0,10022039340.0,Upper middle income
Mali,MLI,3020451084.0,3357413013.0,4067189341.0,4708556652.0,5451938184.0,5726838152.0,6889882331.0,8714922957.0,8696721657.0,9436954622.0,11531571029.0,10728126531.0,12661821751.0,13699377388.0,12422179779.0,13032277798.0,14144299547.0,15473329937.0,15503225476.0,Low income
Malta,MLT,3412437089.0,3564871795.0,4359306475.0,5022513328.0,5309873150.0,5655501568.0,6361728579.0,7244993262.0,7033117533.0,7017889301.0,7792970629.0,7501766029.0,8041365786.0,8411865285.0,7330744480.0,7485673134.0,8110700392.0,9422086305.0,9734749483.0,High income
Montenegro,MNE,1161339781.0,1358632543.0,1724137736.0,2061508567.0,2252668822.0,3074216535.0,3974541473.0,5096799473.0,4318221728.0,4305505767.0,4664142539.0,4244507259.0,4487199529.0,4576341120.0,3988136319.0,4217916298.0,4527410824.0,5063329470.0,4942175464.0,Upper middle income
Mongolia,MNG,1171233466.0,1302201565.0,1345898648.0,1579979107.0,1698652957.0,2013818921.0,2612073260.0,3985474644.0,3325558627.0,4882025699.0,6635350108.0,8180303260.0,8713850429.0,8515647310.0,8920790614.0,8574020453.0,8058784642.0,9310110405.0,9997043687.0,Lower middle income
Mozambique,MOZ,4379117545.0,5205286502.0,5843419627.0,7015325650.0,7849878106.0,8087009889.0,9160754043.0,11088220558.0,10989984305.0,10195524823.0,13116765120.0,15463788154.0,16240117092.0,17014883141.0,14436152540.0,10975529771.0,11814474803.0,12977304135.0,13451485174.0,Low income
Mauritania,MRT,1695754922.0,1736088732.0,1960756617.0,2207201223.0,2519787831.0,2824433194.0,3341097422.0,4055538133.0,3822785067.0,3922820044.0,4022663252.0,4379969068.0,4604287732.0,4946727228.0,4840681098.0,4736694533.0,4889625710.0,5134347998.0,5267847828.0,Lower middle income
Mauritius,MUS,3371392835.0,3609410437.0,4328956974.0,5093936520.0,5355141533.0,5684478099.0,6427186822.0,8464228477.0,7957684341.0,8704116371.0,10003622936.0,10222529118.0,10777879836.0,11444764480.0,10480649919.0,10887318911.0,11932897156.0,12912501768.0,12808998266.0,Upper middle income
Malaysia,MYS,53964736842.0,58458157895.0,63415789474.0,70580526316.0,79891209633.0,90297966305.0,109779000000.0,129743000000.0,125177000000.0,154789000000.0,182462000000.0,199650000000.0,211830000000.0,222268000000.0,202054000000.0,202903000000.0,215670000000.0,248984000000.0,260922000000.0,Upper middle income
Namibia,NAM,3103685813.0,2790124441.0,4338170807.0,5357744601.0,5588718305.0,6039065375.0,7068523985.0,7193588630.0,8335256160.0,9865398333.0,10972887425.0,12177731236.0,11239420785.0,11225356141.0,10875053191.0,10927549800.0,12406586163.0,13002350380.0,12040809612.0,Upper middle income
Niger,NER,2260398526.0,2569932992.0,3153242301.0,3608138124.0,3953289577.0,4232305071.0,5184468968.0,6342102062.0,6696636629.0,6825566727.0,7724948922.0,7878125737.0,8448281520.0,8987977293.0,8118360986.0,8797475083.0,9726034456.0,10948859826.0,10883721844.0,Low income
Nigeria,NGA,46085896265.0,62929096779.0,69709167979.0,87655675693.0,114138000000.0,131436000000.0,208427000000.0,236139000000.0,226415000000.0,274732000000.0,302125000000.0,304382000000.0,407184000000.0,427568000000.0,411397000000.0,351720000000.0,317619000000.0,326492000000.0,359241000000.0,Lower middle income
Nicaragua,NIC,5050770987.0,5098801670.0,5234378840.0,5606395078.0,6130288789.0,6528311336.0,7096349297.0,8008507168.0,7952653703.0,8284776460.0,8876174507.0,9397410253.0,9846295727.0,10431335688.0,10785822254.0,11273156074.0,11550835416.0,11117794709.0,10974074398.0,Lower middle income
Netherlands,NLD,305234000000.0,341901000000.0,422660000000.0,473631000000.0,487203000000.0,516604000000.0,590236000000.0,658140000000.0,624829000000.0,607514000000.0,646598000000.0,600140000000.0,625234000000.0,633308000000.0,536083000000.0,543360000000.0,572468000000.0,626108000000.0,619832000000.0,High income
Norway,NOR,109146000000.0,129799000000.0,154955000000.0,172281000000.0,189602000000.0,203496000000.0,237379000000.0,262997000000.0,246564000000.0,271362000000.0,304995000000.0,307935000000.0,320461000000.0,313445000000.0,257593000000.0,257867000000.0,273554000000.0,289331000000.0,278044000000.0,High income
Nepal,NPL,5306354461.0,5476667888.0,5788509912.0,6419305641.0,7190753085.0,8231311322.0,9311930568.0,11312084483.0,11642289113.0,14170128078.0,20036546561.0,19723645647.0,20349569227.0,20602852630.0,22503219015.0,23630719886.0,25209699292.0,28213797401.0,28954538952.0,Lower middle income
New Zealand,NZL,39552988448.0,49448962492.0,65398802980.0,77337142857.0,87220305569.0,85467868491.0,103034000000.0,103209000000.0,94601786495.0,113594000000.0,131083000000.0,137766000000.0,145571000000.0,153410000000.0,135069000000.0,143744000000.0,155699000000.0,161208000000.0,162239000000.0,High income
Oman,OMN,11753229389.0,12047694408.0,12945608843.0,14756895449.0,15962532380.0,17990214304.0,20804637711.0,25716202861.0,27002498309.0,29720197139.0,35761768531.0,40573732120.0,43282704811.0,47069700910.0,47778933680.0,48186215865.0,51488686606.0,51574512354.0,53388556567.0,High income
Pakistan,PAK,66415080728.0,67093390711.0,75969523647.0,89037293729.0,103021000000.0,120905000000.0,133755000000.0,155832000000.0,150885000000.0,159505000000.0,194121000000.0,208534000000.0,212309000000.0,224276000000.0,245499000000.0,286320000000.0,314430000000.0,332603000000.0,303658000000.0,Lower middle income
Panama,PAN,9689818200.0,10539242400.0,10667609500.0,11948999800.0,12631452200.0,13520128300.0,15036900000.0,17154300000.0,18417900000.0,20601400000.0,23374800000.0,25869900000.0,28866000000.0,31983200000.0,33434500000.0,36460500000.0,38621340800.0,40858489600.0,43046821800.0,High income
Peru,PER,43550354893.0,45318247719.0,48209358473.0,52918155721.0,58092031425.0,62990899652.0,72144455097.0,87761030794.0,90918265719.0,106604000000.0,121576000000.0,140855000000.0,150070000000.0,154554000000.0,148585000000.0,149999000000.0,163239000000.0,171257000000.0,178165000000.0,Upper middle income
Philippines,PHL,66013042873.0,70290620492.0,72621870429.0,78605244023.0,88964209064.0,105115000000.0,127105000000.0,148933000000.0,146087000000.0,166513000000.0,191695000000.0,218303000000.0,235150000000.0,243446000000.0,255529000000.0,267046000000.0,274298000000.0,293378000000.0,322840000000.0,Lower middle income
Poland,POL,158958000000.0,169514000000.0,182846000000.0,211090000000.0,249261000000.0,277939000000.0,337230000000.0,430232000000.0,353651000000.0,387057000000.0,420050000000.0,396375000000.0,413198000000.0,425169000000.0,366236000000.0,361719000000.0,401837000000.0,447443000000.0,451053000000.0,High income
Puerto Rico,PRI,45312297000.0,47201014000.0,49706892000.0,53356381000.0,57130591000.0,60478431000.0,62598981000.0,65071900000.0,66223800000.0,67625700000.0,68661400000.0,71691600000.0,73067000000.0,72932000000.0,70740800000.0,69583100000.0,71511300000.0,71505600000.0,75364500000.0,High income
Portugal,PRT,99788100713.0,110879000000.0,137617000000.0,159168000000.0,168489000000.0,177248000000.0,203118000000.0,226470000000.0,210568000000.0,206012000000.0,209802000000.0,183343000000.0,190814000000.0,194345000000.0,166305000000.0,171375000000.0,180991000000.0,196872000000.0,194522000000.0,High income
Paraguay,PRY,6231906572.0,4777720640.0,5092533176.0,6608199501.0,7401530145.0,9427053882.0,12664952424.0,18129777223.0,16929899990.0,19843152687.0,24747084045.0,25807972015.0,28573214149.0,30483803387.0,27350388854.0,26580406424.0,28858110467.0,30513432407.0,29307739008.0,Upper middle income
West Bank and Gaza,PSE,4881800000.0,4383700000.0,4838100000.0,5855400000.0,6661500000.0,6997400000.0,7658000000.0,9209500000.0,10103900000.0,11525500000.0,13094700000.0,13965400000.0,15261500000.0,15999200000.0,15842800000.0,17159300000.0,17648500000.0,18047500000.0,18967700000.0,Lower middle income
Qatar,QAT,5974175824.0,6803846154.0,7507692308.0,9686813187.0,13473351648.0,18901923077.0,23549175824.0,29497802198.0,34141483516.0,37729395604.0,41021703297.0,47935989011.0,57868760554.0,64441198108.0,68767740985.0,68660097334.0,69440779604.0,72042611117.0,75689019557.0,High income
Romania,ROU,34319706824.0,38470488580.0,48880451807.0,63668321231.0,86007790781.0,103322000000.0,144463000000.0,170960000000.0,137941000000.0,132218000000.0,142562000000.0,133513000000.0,143933000000.0,151272000000.0,134521000000.0,146050000000.0,167330000000.0,194702000000.0,201133000000.0,High income
Russian Federation,RUS,201810000000.0,238727000000.0,295149000000.0,398400000000.0,510465000000.0,654985000000.0,858793000000.0,1108260000000.0,922156000000.0,1070690000000.0,1391440000000.0,1532870000000.0,1646930000000.0,1478340000000.0,960507000000.0,915632000000.0,1119070000000.0,1128250000000.0,1180110000000.0,Upper middle income
Rwanda,RWA,2002386500.0,2016559058.0,2149716826.0,2335364682.0,2864636535.0,3199610375.0,3736338456.0,4851718583.0,5391099443.0,5831354504.0,6433751758.0,7133957279.0,7133995014.0,7652927490.0,8069442986.0,8040599478.0,8214988486.0,8886048830.0,9406349360.0,Low income
Saudi Arabia,SAU,119082000000.0,119455000000.0,126529000000.0,137774000000.0,156602000000.0,181159000000.0,201807000000.0,231745000000.0,253021000000.0,277224000000.0,311953000000.0,356422000000.0,391268000000.0,439737000000.0,459986000000.0,442690000000.0,451899000000.0,495869000000.0,502543000000.0,High income
Sudan,SDN,11855919985.0,13906198131.0,16056752970.0,19618854251.0,27559814375.0,34752238545.0,43599870889.0,45936971630.0,42668687682.0,57609463964.0,59913951061.0,50167273216.0,50254348806.0,50079558071.0,53524818428.0,66394854887.0,78589008050.0,20487546683.0,20745992531.0,Low income
Senegal,SEN,5775629685.0,6361500874.0,7932089011.0,9252756090.0,9987073981.0,10904243468.0,13090767981.0,15984739665.0,15035366669.0,14897453924.0,16739983645.0,16319079562.0,17378865570.0,17620575939.0,15450296400.0,16303225957.0,17643316610.0,19243199840.0,19262493258.0,Lower middle income
Singapore,SGP,51950773009.0,53693007930.0,55608540925.0,60183232754.0,63577925979.0,71361948518.0,83056134298.0,96930171744.0,95198487453.0,110383000000.0,128089000000.0,136224000000.0,144800000000.0,148658000000.0,145837000000.0,148974000000.0,155827000000.0,167418000000.0,172005000000.0,High income
Solomon Islands,SLB,500000000.0,362731152.2,302162299.0,350314641.9,467336883.6,572310927.1,659696811.3,726132242.3,749348230.9,904333808.7,953371808.5,1038856863.0,1223620602.0,1277642943.0,1194359862.0,1226944465.0,1300428532.0,1450110028.0,1532899405.0,Lower middle income
Sierra Leone,SLE,1176293331.0,1359515484.0,1466177435.0,1464839152.0,1634902560.0,1821225647.0,2119256028.0,2546057210.0,2563012337.0,2232666430.0,3123407523.0,3801362146.0,5729147787.0,5415196520.0,4781266942.0,4209236946.0,3849861605.0,4368329911.0,4368654916.0,Low income
El Salvador,SLV,12056299700.0,12389154600.0,12973837700.0,13701355500.0,14782960000.0,16240010000.0,17979200000.0,19248160000.0,18325780000.0,18996250000.0,20998420000.0,21984300000.0,22866650000.0,23181230000.0,23806450000.0,24175560000.0,24871310000.0,25863000000.0,26828390000.0,Lower middle income
Serbia,SRB,12685154161.0,16734828404.0,21353850108.0,25566886029.0,26127008205.0,31276534050.0,41460246179.0,49779333674.0,42755530433.0,39569517901.0,46537131784.0,40932522709.0,43961048111.0,43087271917.0,35040107930.0,35299938263.0,38439914476.0,43536149203.0,43707387011.0,Upper middle income
Slovak Republic,SVK,23636308981.0,26949062039.0,35140866286.0,42968102796.0,46136835201.0,52137911196.0,61774038597.0,74006307595.0,71220430238.0,69127399625.0,73529819090.0,69800623373.0,72679891734.0,74412318056.0,64317415999.0,66394367670.0,71575799527.0,79231345798.0,80133382516.0,High income
Slovenia,SVN,15524956565.0,17280177556.0,21857206988.0,25002116343.0,26133453551.0,27540548237.0,32821584043.0,38610119607.0,37997607004.0,36917963812.0,39767842818.0,36257079359.0,36668469145.0,36934040884.0,31397275376.0,32695185010.0,34494988694.0,38086062827.0,38320534918.0,High income
Sweden,SWE,174005000000.0,193693000000.0,242891000000.0,274807000000.0,280207000000.0,296016000000.0,339259000000.0,361357000000.0,321135000000.0,356631000000.0,409986000000.0,401302000000.0,429797000000.0,424235000000.0,362471000000.0,372418000000.0,388130000000.0,398576000000.0,377408000000.0,High income
Eswatini,SWZ,1324403887.0,1205847771.0,1837073050.0,2362921884.0,2722222524.0,2799525984.0,2953319485.0,3051231976.0,3372258541.0,4277312380.0,4719750630.0,4463385055.0,4109614867.0,3933908465.0,3611877651.0,3340470448.0,3994811814.0,4138510412.0,3845749505.0,Lower middle income
Syrian Arab Republic,SYR,63560178174.0,65035634744.0,70705478842.0,85267795100.0,100695000000.0,114831000000.0,141857000000.0,179723000000.0,188428000000.0,200039000000.0,66495380786.0,47272846480.0,25866086329.0,29139547284.0,21390906257.0,15833944625.0,20689655830.0,24392823761.0,24734747320.0,Low income
Chad,TCD,1620852248.0,2812078778.0,2234795672.0,3337796812.0,4600515247.0,5835354121.0,6349965974.0,7589747577.0,7116854005.0,7704550818.0,9062823467.0,8971192476.0,9879037875.0,10392018176.0,8592251177.0,8036549910.0,8449221373.0,9098766578.0,9014916600.0,Low income
Togo,TGO,1352560228.0,1500941599.0,1848982251.0,2003174435.0,2145989519.0,2277084048.0,2617939355.0,3205390135.0,3161313767.0,3221655949.0,3683437999.0,3512605760.0,3899231747.0,4122960815.0,3752067153.0,5528272092.0,5709804089.0,6450203215.0,6332705906.0,Low income
Thailand,THA,83578735098.0,92439100468.0,104399000000.0,119278000000.0,131564000000.0,150692000000.0,174789000000.0,198086000000.0,194509000000.0,231871000000.0,256246000000.0,276786000000.0,289676000000.0,283152000000.0,274751000000.0,276437000000.0,297678000000.0,329707000000.0,358761000000.0,Upper middle income
Tajikistan,TJK,980102731.6,1141144025.0,1428593095.0,1983100488.0,2385034974.0,2747574582.0,4514771242.0,6239746990.0,5799551017.0,6898492807.0,8116502538.0,9749245414.0,10975861635.0,10680715327.0,6848225731.0,6395038095.0,6920406564.0,6804943614.0,7254574834.0,Lower middle income
Timor-Leste,TLS,1043456200.0,1112071500.0,913574000.0,772624300.0,668474300.0,763641300.0,1031871700.0,1201263700.0,1384741900.0,1539403100.0,1643241300.0,1789874300.0,1768053900.0,1888234000.0,1865440700.0,1882905700.0,1884030500.0,1922388600.0,2055057700.0,Lower middle income
Tonga,TON,198270488.5,208379392.6,228628968.3,264087500.6,307647681.0,337432077.3,361181205.4,422540193.6,395458503.1,428732023.4,454821680.0,511160127.4,527484369.6,523872372.1,534524213.9,492274621.2,535880931.9,588383125.2,593363308.2,Upper middle income
Tunisia,TUN,17154027942.0,18504888514.0,21989910749.0,24705580088.0,25401186989.0,26963636364.0,30433510223.0,34769336904.0,34176701474.0,36172680732.0,39922640219.0,39565413791.0,41625186742.0,41824967544.0,40611490620.0,39936685289.0,38400057866.0,38390381201.0,37948609597.0,Lower middle income
Turkiye,TUR,156321000000.0,184189000000.0,245080000000.0,313177000000.0,382699000000.0,415702000000.0,514207000000.0,575355000000.0,501435000000.0,602586000000.0,640089000000.0,669542000000.0,721420000000.0,698466000000.0,638097000000.0,644804000000.0,626974000000.0,551715000000.0,550723000000.0,Upper middle income
Tanzania,TZA,11143120472.0,11434460926.0,12116259715.0,12845973059.0,13909060819.0,14101742036.0,16545583388.0,20287474270.0,21167901866.0,24461492086.0,27088549175.0,29651065919.0,33409030630.0,35756619655.0,34960272763.0,35113448565.0,36226685449.0,38757259146.0,40547155572.0,Lower middle income
Uganda,UGA,5431186878.0,5822920241.0,6130128826.0,7127481625.0,8142185349.0,9154160378.0,10850197643.0,12233940565.0,21468276301.0,22607519538.0,24292424301.0,23277542767.0,23032794516.0,24933735625.0,27757538960.0,23110587845.0,24257620931.0,26650690701.0,28264605128.0,Low income
Ukraine,UKR,30195640439.0,33216310592.0,39299604328.0,48057153600.0,68430152009.0,87495049505.0,115545000000.0,150977000000.0,102773000000.0,119244000000.0,144862000000.0,161124000000.0,174842000000.0,120299000000.0,78903761553.0,79539123254.0,98438371822.0,117987000000.0,143354000000.0,Lower middle income
Uruguay,URY,18468730455.0,11662509733.0,9839841209.0,10919451358.0,13954667375.0,16038707279.0,19080416876.0,24776993499.0,25192971225.0,32068639933.0,38139935167.0,41168645436.0,46328269261.0,46246405833.0,42974861783.0,44192314124.0,50540399304.0,51663162013.0,48658706334.0,High income
United States,USA,8611950000000.0,8994760000000.0,9487130000000.0,10083900000000.0,10731100000000.0,11350200000000.0,11945100000000.0,12403500000000.0,12324600000000.0,12771300000000.0,13210200000000.0,13562800000000.0,13896200000000.0,14414000000000.0,14872500000000.0,15356400000000.0,15969800000000.0,16782900000000.0,17402600000000.0,High income
Uzbekistan,UZB,8702256997.0,7354352886.0,7416808738.0,8242479396.0,9429679048.0,11236244380.0,14918867730.0,19317827571.0,23380352342.0,36839486786.0,44053815524.0,50487525999.0,56665191679.0,61897782050.0,67681194678.0,69282997694.0,47655028982.0,39607210948.0,45225507573.0,Lower middle income
Vanuatu,VUT,250253763.4,229083257.5,267585023.9,302451024.2,317531658.0,338762915.7,398672361.2,436091665.0,460423755.5,552144453.7,618469819.8,610875725.3,621730967.6,637436039.5,620786279.7,640147499.4,698473763.9,694040757.0,712657703.8,Lower middle income
South Africa,ZAF,110964000000.0,102576000000.0,155192000000.0,206371000000.0,230350000000.0,241344000000.0,264310000000.0,253253000000.0,263139000000.0,335409000000.0,371729000000.0,361083000000.0,332526000000.0,316435000000.0,286612000000.0,267245000000.0,313723000000.0,335976000000.0,323618000000.0,Upper middle income
Zimbabwe,ZWE,5944686300.0,6224010500.0,5593444100.0,5956015400.0,6182323300.0,5952201300.0,5370927400.0,5363314100.0,10639780400.0,12653262800.0,14449836900.0,19507343400.0,20135584700.0,20113936900.0,21638589200.0,20850865000.0,17762807005.0,18778531574.0,18005959726.0,Lower middle income
