country_name,country_code,edu_2001,edu_2002,edu_2003,edu_2004,edu_2005,edu_2006,edu_2007,edu_2008,edu_2009,edu_2010,edu_2011,edu_2012,edu_2013,edu_2014,edu_2015,edu_2016,edu_2017,edu_2018,edu_2019,income_group,university_count,tuition
Luxembourg,LUX,738481736.7,780149748.8,953452728.4,1271946830.0,1398055749.0,1416335091.0,1828582093.0,1937444679.0,1478313858.0,1649448792.0,1866904800.0,2029570335.0,2128254537.0,2336786041.0,2039748061.0,2001623381.0,2082370562.0,2239196530.0,2062713297.0,High income,1,Standard
Latvia,LVA,424107562.3,463133046.4,542613071.2,639363007.6,734163178.1,883997986.7,1217381044.0,1619748012.0,1273438919.0,1054060488.0,1222147926.0,1623660824.0,1846817080.0,1358332763.0,1214615238.0,1185476401.0,1176512933.0,1313128971.0,1310855358.0,High income,27,Standard
Macao,MAC,178454825.4,190999676.4,210626285.3,217572376.6,256834075.2,313958503.5,445981631.2,473552806.1,514289091.1,548010922.0,605558833.7,712494674.5,889872804.9,987535296.0,1227892095.0,1284513729.0,1264623031.0,1225471769.0,1224483536.0,High income,8,Standard
Morocco,MAR,2052513418.0,2287194293.0,2774091357.0,3129875230.0,4334483190.0,3549618901.0,4095453047.0,4800165671.0,4764010872.0,4780500879.0,5182349349.0,5006678411.0,5460000000.0,5616000000.0,5160724271.0,5252000000.0,5616000000.0,6032000000.0,6136000000.0,Low income,37,Standard
"Moldova, Republic of",MDA,86715485.53,100724950.7,123331575.1,166611239.9,193538172.1,219821247.0,330541850.9,434186788.0,484371405.3,577499053.4,663594982.8,665399682.3,514610296.8,630296943.8,415739845.0,413255633.8,476395017.2,550626380.3,577536208.2,High income,21,Standard
Madagascar,MDG,123841887.5,120863992.1,146618510.3,122852365.6,153174424.9,149343917.2,258515909.4,280903450.2,250874149.7,256175294.7,292900853.6,302905034.5,250769690.7,254331900.2,227741337.9,237780890.2,266585878.0,278517946.2,282801798.9,Low income,6,Standard
Maldives,MDV,32916717.3,36603406.86,45548823.26,47002101.95,48922377.32,71537480.79,79449942.57,106365634.1,118871397.2,92861215.9,84263522.39,145601036.9,110949388.2,113384608.4,158218440.7,160295211.0,174323899.0,191442152.8,200972327.6,High income,1,Standard
Mexico,MEX,32171900000.0,34838100000.0,36659200000.0,36391200000.0,41661500000.0,45024000000.0,48307000000.0,52102000000.0,45046500000.0,52605000000.0,58464000000.0,59028727324.0,57021415677.0,66417796815.0,59312486980.0,51241461284.0,51145161280.0,53860833560.0,55671281747.0,High income,540,Standard
Marshall Islands,MHL,10423584.15,10907407.35,11544481.54,12276083.53,13647306.62,14486285.53,15998997.06,16534567.82,17242024.22,18517183.16,20635506.01,21313624.75,23448414.71,24976018.38,28114385.05,30770104.07,33038282.66,35076141.62,37715296.5,High income,0,NA
"Macedonia, the former Yugoslav Republic of",MKD,135406976.0,129850921.5,159717886.5,184597092.8,201003642.2,223371807.2,259767147.8,319994354.9,305125723.2,303202938.6,336911611.1,311639041.6,345215330.3,364443771.1,318609472.8,334969201.4,354955018.0,397173686.0,393044662.5,High income,15,Standard
Mali,MLI,105999367.7,107071385.7,141169381.7,184526406.1,212635038.8,239336431.7,282863231.3,319073419.1,341761850.6,388184368.0,556455967.2,517613378.7,509839309.2,615120362.5,479136065.9,418389294.7,564989219.9,629448347.1,633628544.2,Low income,10,Standard
Malta,MLT,164732424.1,184213802.5,235510729.7,278807600.4,318492035.5,367417189.3,465421535.0,494047851.0,450636587.6,560541700.6,739871417.1,652778595.3,682022929.3,751184043.9,481483705.0,504619492.1,553546364.1,641177694.5,655779383.5,High income,6,Standard
Myanmar,MMR,3624000000.0,4774000000.0,6360000000.0,8823624663.0,11793764857.0,16082418707.0,23585580585.0,33436952286.0,39183883711.0,47255173592.0,58167187890.0,1033492709.0,658254019.9,802502446.1,917537754.0,998373712.9,1138724726.0,1158314890.0,1096058868.0,Low income,95,Standard
Mongolia,MNG,78558434.77,95773433.54,87029663.34,81419503.11,102739544.3,141710804.1,175841745.2,233605766.1,189708488.3,288179287.4,398317572.3,638546348.6,621572818.4,576442396.4,490775724.1,498578720.9,425638600.2,514952244.4,544732937.4,Low income,63,Standard
Mozambique,MOZ,141422415.7,156578313.8,211020493.8,282721759.9,348562885.1,343405944.2,412610289.2,518272947.6,525214617.4,502860074.8,684421773.7,815394431.2,910066321.9,942262424.3,842014971.0,628185848.0,690016026.1,782807642.0,811773989.6,Low income,11,Standard
Mauritania,MRT,45759509.15,45272861.14,54619153.02,51231194.42,70214088.98,98823626.25,113991823.2,142544713.4,141564331.5,177363219.3,193653130.0,191544547.8,205973574.9,185779740.4,175412158.2,184072994.4,196381119.2,214357630.9,228347654.3,Low income,4,Standard
Mauritius,MUS,133261119.2,147334893.9,184595691.8,247487753.4,229414929.1,237190197.5,250395085.9,317072653.7,298393458.4,335054176.8,364982348.6,391506289.5,457165797.0,658074506.2,605031993.9,631059811.1,695116271.4,757455938.5,753065254.4,High income,5,Standard
Malawi,MWI,59254261.05,121316009.7,111174049.8,123341802.8,133123790.7,149186995.9,169988030.1,208690827.0,246779051.5,281582571.6,387321629.3,286378981.7,257656499.6,406216846.9,352993702.8,250071806.2,404245779.3,441897054.9,496742670.4,Low income,21,Standard
Malaysia,MYS,4413906000.0,4533450316.0,5626400000.0,6501800000.0,6432150000.0,6130400000.0,6991304608.0,9092573122.0,8731800000.0,12323170545.0,16203682417.0,16137211339.0,19000800000.0,16605027589.0,13907040862.0,13148887899.0,13734554319.0,15010902276.0,14015606254.0,High income,48,Standard
Namibia,NAM,225503785.6,223393397.1,350895865.8,469657095.1,516135673.0,591731199.5,657987951.9,660266635.1,703082355.1,903715217.4,1019087068.0,1080398057.0,1053965064.0,1102709228.0,1009375538.0,937503027.8,1129285695.0,1175245088.0,1087145930.0,High income,3,Standard
Niger,NER,69430362.3,75410835.43,92701331.02,105179408.7,124006505.8,135891441.4,183839345.7,181481448.7,276892757.0,281645332.2,353503658.8,364522211.9,442057977.2,586874119.1,382780232.3,291694018.5,281538297.5,325362861.8,327140608.1,Low income,2,Standard
Nigeria,NGA,594448803.0,758950991.2,826644005.2,1079500000.0,1385500000.0,1963500000.0,2244000000.0,2754000000.0,2380000000.0,2907000000.0,3255500000.0,3689000000.0,4105500000.0,4488000000.0,4029000000.0,3366000000.0,3094000000.0,3221500000.0,3680500000.0,Low income,160,Standard
Nicaragua,NIC,127809235.5,113413874.2,127593931.7,152414335.2,182054388.9,208220902.8,246472132.8,301309976.5,311487794.4,349090059.7,389728092.9,414764501.1,428399979.7,468733896.9,502975939.2,518727267.2,536041201.3,507294629.3,497937539.7,Low income,52,Standard
Netherlands,NLD,17728235393.0,19679254773.0,25439002872.0,29048971882.0,30554728743.0,31932723877.0,35880450624.0,41205403383.0,41419665851.0,40968895490.0,43552820295.0,46488500000.0,42566784780.0,42776777789.0,36254439149.0,38311664456.0,38355464011.0,42291704948.0,41834002514.0,High income,54,Standard
Norway,NOR,10909800000.0,13445600000.0,15502000000.0,17728500000.0,19531200000.0,20310200000.0,24000000000.0,26634000000.0,24754400000.0,26413000000.0,29677000000.0,35003400000.0,34846576983.0,34202860362.0,25628455650.0,25954596593.0,27403542211.0,30057638308.0,27668951820.0,High income,29,Standard
Nepal,NPL,166433632.7,142008336.6,151722701.1,188674064.6,228605206.6,273913924.3,334628249.3,431967529.7,546328063.1,506599802.4,715540706.7,617771563.2,588074016.3,689248817.8,706795145.2,710767679.8,837209260.9,953500476.2,988163474.0,Low income,9,Standard
New Zealand,NZL,3549610851.0,4258161092.0,5673873026.0,6667538194.0,7083400000.0,6562400000.0,8051800000.0,6900300000.0,7470400000.0,9688300000.0,11318300000.0,12455300000.0,13487100000.0,14224100000.0,12676400000.0,13487100000.0,14666300000.0,15108500000.0,15329600000.0,High income,8,Standard
Oman,OMN,660454102.3,755607948.3,793087247.0,872574735.5,979952254.0,1454689201.0,1736585129.0,2577807092.0,2118673032.0,2476140533.0,2948207534.0,3318529904.0,3458398143.0,3622230896.0,3236252128.0,3194187946.0,4380301877.0,4841135939.0,4560384889.0,High income,29,Standard
Pakistan,PAK,1555767008.0,1433789010.0,1508014303.0,1611200000.0,2017800000.0,2619000000.0,2845900000.0,3353200000.0,3034000000.0,2627400000.0,3059500000.0,3708021629.0,4344940556.0,4474532556.0,5176011179.0,5534663217.0,6082047491.0,6264508916.0,5534663217.0,Low income,177,Standard
Panama,PAN,526506572.3,430453637.2,425593826.9,450903751.2,477784078.5,515522811.4,597360259.2,685814869.9,735834219.5,768654648.1,917622280.4,1055360163.0,1195392632.0,1275886202.0,1417942786.0,1505575245.0,1636400624.0,1690742109.0,1749499626.0,High income,22,Standard
Peru,PER,1509849805.0,1457501161.0,1620723213.0,1838462856.0,2054477800.0,2224491162.0,2488906616.0,2878400000.0,3073600000.0,3342800000.0,3688800000.0,4344000000.0,5137900000.0,5932800000.0,5869374033.0,5987101954.0,6795599266.0,6889439379.0,7420307503.0,High income,134,Standard
Philippines,PHL,2049540004.0,2262448407.0,2228392919.0,2038400000.0,2124000000.0,2613200000.0,3196000000.0,3741200000.0,3606400000.0,4268800000.0,4765600000.0,5354400000.0,5832800000.0,6108800000.0,6274400000.0,6513600000.0,6716000000.0,7065600000.0,7636000000.0,Low income,232,Standard
Papua New Guinea,PNG,195377805.5,191381532.7,215951447.6,245568627.0,312404611.3,519614514.7,608923250.2,760848559.1,742717482.6,909587695.4,1122835932.0,1393666534.0,1348371553.0,1573818236.0,1471623937.0,1416514886.0,1538301924.0,1620970461.0,1635801427.0,Low income,6,Standard
Poland,POL,9477825431.0,9939600000.0,10951200000.0,13016900000.0,15892800000.0,16816300000.0,19588000000.0,25361600000.0,20874000000.0,23103700000.0,24432000000.0,23184000000.0,24098295622.0,24804538427.0,21296674797.0,20775769998.0,22459989755.0,25039552935.0,25484305207.0,High income,128,Standard
Puerto Rico,PRI,3888787445.0,3991250808.0,4217133542.0,4617038042.0,4902047787.0,5184826298.0,5450856737.0,5652741278.0,5752141670.0,5830437306.0,5977250508.0,6210464900.0,6307185172.0,5907929036.0,5977014815.0,6009921802.0,5929569329.0,5817074151.0,6076886489.0,High income,33,Standard
Portugal,PRT,6128500000.0,6745200000.0,8329300000.0,9350000000.0,9828000000.0,9987600000.0,11626700000.0,12090400000.0,12909200000.0,12535000000.0,12387400000.0,9572881876.0,11486818127.0,11452952982.0,9260197281.0,9763042259.0,10672932258.0,11661166726.0,11562343279.0,High income,87,Standard
Paraguay,PRY,349092938.4,270526411.4,300343446.1,326185437.3,353308797.3,440352762.9,590164844.5,845457435.2,785830628.9,982642801.2,1576294834.0,1554327423.0,1670018360.0,1603560137.0,1303631711.0,1164297120.0,1267283131.0,1306601854.0,1235929012.0,High income,40,Standard
Qatar,QAT,346418523.3,378856789.0,472843195.2,601414223.8,768307841.1,1105728161.0,1403652818.0,1962000000.0,1704121774.0,2302834558.0,3385437811.0,4046357995.0,4587680736.0,5059564500.0,3918749306.0,3612124313.0,3709519749.0,4272163892.0,4201614686.0,High income,12,Standard
Romania,ROU,1213108101.0,1468472939.0,1829139804.0,2319929542.0,3229936116.0,4023800000.0,5710400000.0,7549500000.0,6450000000.0,5215200000.0,5194700000.0,4720800000.0,5282800000.0,5591900000.0,4945600000.0,5226600000.0,5872900000.0,6659700000.0,6912600000.0,High income,76,Standard
Russian Federation,RUS,10713819138.0,12030143425.0,14802697351.0,20524202936.0,26462346402.0,34145151168.0,45138061781.0,57239858860.0,41965087888.0,52650349155.0,70815118486.0,76176324062.0,79121848347.0,74720821460.0,48381198661.0,45277446189.0,67522579459.0,71494495898.0,71935819947.0,High income,373,Standard
Rwanda,RWA,67226217.47,69332820.9,77240088.9,88285529.11,112521607.3,130772948.5,165274481.5,173732042.1,212985630.9,253724669.4,273634681.0,298885172.9,328867255.8,305932509.8,277988086.2,259714115.5,275370569.6,285539447.4,307522190.1,Low income,26,Standard
Saudi Arabia,SAU,13366307262.0,13725616597.0,15594025139.0,18684085420.0,23786277977.0,27379371327.0,30325707874.0,38014927643.0,31475497746.0,38446098845.0,48937931427.0,53680814649.0,54615018920.0,55549223191.0,48291174624.0,47500694087.0,50231445033.0,57058322398.0,57561355467.0,High income,38,Standard
Sudan,SDN,177798290.3,222144884.2,301149442.8,423844657.1,531230308.7,856360088.3,1180911616.0,1329106048.0,1091918298.0,1194553286.0,1116975378.0,776264574.1,876880687.0,1058798706.0,1102289489.0,910452469.9,863984331.7,635513769.0,534877949.3,Low income,52,Standard
Senegal,SEN,200614045.0,219554276.4,281051718.5,355519346.7,476087458.7,513078209.0,641260866.7,807243252.9,798772138.0,828904848.2,760555746.0,746208050.0,845496164.1,992561153.0,826978031.2,925001376.4,1018167160.0,1123248631.0,1130004544.0,Low income,28,Standard
Singapore,SGP,2319057208.0,2356806763.0,2468588609.0,2803371429.0,3139085714.0,3759642857.0,4560914286.0,4817400000.0,5299200000.0,6967800000.0,7614000000.0,8121600000.0,8031600000.0,8390400000.0,7921200000.0,8252400000.0,8749200000.0,9163200000.0,9108000000.0,High income,8,Standard
Solomon Islands,SLB,18499650.64,16085332.74,17366512.93,20804330.57,25994984.34,29712337.84,34551660.05,48890664.07,67055904.03,79807241.11,97024789.92,112702381.6,128077878.1,131233996.5,127516378.8,132769074.2,144541513.4,154468760.2,154418187.6,Low income,1,Standard
Sierra Leone,SLE,37534464.8,41837064.17,43618124.31,42351456.43,46601087.21,48781100.62,54117378.52,59143113.26,68223216.13,65161632.68,73985801.26,108168038.3,126250698.6,132857693.0,112937932.3,88921419.42,98490283.64,103072679.3,109223798.1,Low income,7,Standard
El Salvador,SLV,320849457.1,345542128.4,355135943.9,366831468.9,392132520.0,429521964.0,465209550.0,600086344.0,618757095.0,565946836.0,619464510.0,725334925.3,764199555.7,806765552.7,859370782.3,860383097.6,855656808.7,875418717.4,911379662.4,Low income,31,Standard
Serbia,SRB,569232556.0,748561069.7,981039288.4,1138141568.0,1201117218.0,1407804478.0,1836142733.0,2359841904.0,2091302084.0,1875208408.0,2121487441.0,1757798063.0,1907081666.0,1813556891.0,1473449180.0,1432067418.0,1555448367.0,1756105227.0,1780760580.0,High income,22,Standard
Sao Tome and Principe,STP,1764207.386,1906624.159,2529019.763,3121619.542,7036649.452,6182253.175,8049736.323,9378667.849,14083972.8,15108805.21,12926947.85,8535741.943,15399663.7,12257435.75,10963262.07,12056423.79,13033091.59,14349912.58,14822191.38,Low income,0,NA
Suriname,SUR,25069862.48,36178085.7,42197790.06,48937520.64,60386571.69,88595574.6,101070203.6,122405678.3,133664618.7,146888716.0,143308281.9,164919129.4,172738661.9,178104808.8,176127601.5,108546237.7,110152297.0,124311874.6,123062031.7,High income,4,Standard
Slovakia,SVK,1138585058.0,1408777486.0,1831460301.0,2216507061.0,2221087662.0,2467999118.0,2933767230.0,3387281101.0,3365842187.0,3294853399.0,3567982608.0,3466197691.0,3735701268.0,3967069435.0,3456945025.0,3322060057.0,3545932286.0,3946985375.0,3909033593.0,High income,32,Standard
Slovenia,SVN,1098600457.0,1219744754.0,1527546925.0,1784928059.0,1868626984.0,2007764747.0,2274793389.0,2575084699.0,2585610025.0,2499723646.0,2662811825.0,2457783711.0,2302293786.0,2309303003.0,1942556346.0,1870609217.0,2157859206.0,2417927965.0,2419146785.0,High income,30,Standard
Sweden,SWE,16014688845.0,17291829956.0,21467408856.0,25890300000.0,25750600000.0,25866400000.0,28842000000.0,31356000000.0,28473900000.0,31099900000.0,35277200000.0,40002000000.0,42414214502.0,41827305253.0,35679616508.0,37395037053.0,39233653311.0,40374995953.0,39162319396.0,High income,39,Standard
Swaziland,SWZ,81582641.87,74932655.05,118129914.4,181610880.4,223033784.0,222780855.5,239940200.2,227920317.2,269757826.6,356528662.9,417949722.5,388716904.3,342208840.8,298659987.0,275243441.7,254594686.7,289636997.7,306366886.8,285048099.3,Low income,6,Standard
Seychelles,SYC,31723145.24,33112176.09,35455030.6,42070047.19,42389330.19,42816258.63,38819099.95,34635530.37,29796037.86,33278168.01,33082343.11,27475996.84,39290517.5,50763499.13,55415214.58,59775902.81,64043587.56,68568140.14,69122307.37,High income,1,Standard
Chad,TCD,32415264.31,39901816.0,50257411.18,42489384.36,56806403.05,71648077.39,96483628.89,125421884.2,140679033.7,152623510.6,192069277.0,213066961.3,218268973.5,235470842.7,187479673.6,175000782.3,174255900.3,195540344.1,196705302.1,Low income,9,Standard
Togo,TGO,56523816.43,60993642.09,80345572.11,79036193.11,76147541.9,75891173.77,95026370.28,124401218.6,152214374.3,154630988.3,197511356.9,187757328.0,221257769.4,243996494.9,208206850.3,216971803.9,228587245.3,254696741.3,258660208.3,Low income,4,Standard
Thailand,THA,5604300000.0,6013428571.0,6513685714.0,7090285714.0,7480471429.0,8492742857.0,9662885714.0,10228400000.0,11043200000.0,11571644825.0,16758903939.0,17169136708.0,16460956202.0,14294969326.0,14109801329.0,14591238120.0,16146649290.0,17850194857.0,19405606027.0,High income,123,Standard
Tajikistan,TJK,25820741.99,33039773.09,36234011.15,53292198.91,85135884.99,113392386.9,158600593.7,228071850.7,208764986.1,249747481.9,304387343.9,355368406.3,403807755.8,408992863.1,353457619.7,291544716.8,311583022.3,324333548.0,347441493.8,Low income,27,Standard
Timor-Leste,TLS,9240458.729,11089204.65,9665729.898,9945243.784,12337117.68,18995304.42,28752989.0,47647509.22,73295722.07,89776578.64,95934153.16,70223169.07,73051223.26,105733715.9,88470438.69,70666779.56,72496758.36,71713647.94,86518269.52,Low income,8,Standard
Tonga,TON,5892706.723,5454591.93,5951360.482,6826165.244,7652014.786,8714091.866,8883298.563,10261535.78,9439480.29,11098140.95,12497583.07,14197992.74,13534972.6,12982090.67,12936578.04,12387415.32,14024200.78,15204315.98,16222383.04,High income,0,NA
Trinidad and Tobago,TTO,248567197.1,295085190.5,304924866.3,369741386.0,435932406.7,499757723.6,593309935.3,764670956.9,521050371.9,604951468.7,648997611.4,673680705.1,737638528.9,743120460.1,704029811.1,633806963.4,647357983.2,660399186.1,661087092.1,High income,7,Standard
Tunisia,TUN,1182276952.0,1183547879.0,1572579651.0,1776629916.0,1818247094.0,1967761082.0,2211324103.0,2537570327.0,2496510968.0,2586552686.0,2702591827.0,2678995029.0,2750733057.0,2865479119.0,2621992467.0,2547450968.0,2415132859.0,2431185352.0,2365174441.0,Low income,70,Standard
Turkey,TUR,5181100000.0,5804564861.0,7673040383.0,11525800000.0,13777500000.0,14546400000.0,19251687019.0,23379873173.0,21033880295.0,26860734844.0,30788234075.0,34196217377.0,36302991571.0,35507370698.0,32474593907.0,32702485794.0,32208720039.0,29132179563.0,28410521921.0,High income,174,Standard
"Tanzania, United Republic of",TZA,358043245.2,411973554.8,475938925.2,559165704.3,608082077.4,681734809.0,780522914.2,1074685009.0,1073629856.0,1172587039.0,1268623925.0,1457553040.0,1677559732.0,1832923842.0,1733644471.0,1815177907.0,1943576493.0,2096652749.0,2309184975.0,Low income,32,Standard
Uganda,UGA,162339068.0,192148046.0,225758844.9,293541619.6,322814955.6,330783717.5,373567772.9,425348762.7,692256482.1,550851729.4,686012556.8,641498179.6,565475708.3,546038041.5,544215587.5,491655406.1,514426242.5,548351685.5,590103382.1,Low income,47,Standard
Ukraine,UKR,1590465036.0,1913556859.0,2427783647.0,3353026817.0,4717615670.0,6211600000.0,8364542448.0,10539461349.0,6844303835.0,8135644308.0,9680308948.0,11424071109.0,11893614805.0,7697861972.0,4918551983.0,4283572907.0,5599669928.0,6483828338.0,7662706218.0,Low income,185,Standard
Uruguay,URY,461823649.4,292026543.9,230997354.3,300329879.1,449098486.0,531550850.7,705406704.6,997498788.9,1130172896.0,1549438130.0,1992236398.0,2072016173.0,2418594769.0,2413240828.0,2328454347.0,2405563728.0,2780416369.0,2898331131.0,2774958631.0,High income,16,Standard
United States,USA,508000000000.0,529000000000.0,566000000000.0,576000000000.0,587000000000.0,661000000000.0,673000000000.0,693000000000.0,679000000000.0,736000000000.0,803000000000.0,752000000000.0,758000000000.0,791000000000.0,822000000000.0,835000000000.0,875000000000.0,919000000000.0,954000000000.0,High income,1760,Standard
Uzbekistan,UZB,1049638098.0,894613921.2,939206386.0,1123183332.0,1339017243.0,1616381267.0,2178919625.0,2931625334.0,3242376915.0,4745545952.0,5747954159.0,6403940001.0,6975025295.0,7683583006.0,8214441509.0,8155198782.0,5933683644.0,5075561919.0,5685280670.0,Low income,76,Standard
Saint Vincent and the Grenadines,VCT,27749702.04,33498887.93,34210688.23,36436794.22,23659184.3,30430394.87,38815118.62,39215390.12,38401591.2,34641904.29,34343631.95,35686276.56,37155564.12,36138947.08,38175420.65,39836902.29,40834661.66,41934039.96,42372335.15,High income,0,NA
Viet Nam,VNM,995276706.4,1095983813.0,1272115037.0,1497420088.0,1951928121.0,2299784964.0,2732882347.0,3580815984.0,3852095928.0,6003200000.0,5033621094.0,6879963349.0,7549002194.0,8147398709.0,8331520714.0,8791825726.0,9528313745.0,10540984771.0,11277472790.0,Low income,73,Standard
Vanuatu,VUT,13686578.4,13625773.42,16397185.8,19050301.39,20434652.47,23376945.02,27595720.32,33251029.81,28637859.35,32142277.83,36669643.4,33838071.4,35431805.96,36677873.31,34268121.42,36211464.08,39420821.53,42078582.03,45067107.51,Low income,0,NA
South Africa,ZAF,6771600000.0,6463800000.0,9369600000.0,12524900000.0,14143200000.0,14950000000.0,15730100000.0,14950900000.0,16828300000.0,22699500000.0,26328300000.0,26500000000.0,23195894205.0,22208400000.0,19103820358.0,16697175002.0,20273193628.0,21727340738.0,21999656703.0,High income,25,Standard
Zambia,ZMB,79250353.4,89540727.57,114794111.3,151964443.0,143222638.2,169189273.9,132631802.8,234423898.8,265300731.1,404342233.8,557291999.8,716651608.1,865315382.5,951322255.2,820557580.0,723867179.6,881228962.6,923211186.5,816270183.5,Low income,50,Standard
Zimbabwe,ZWE,362783105.4,316604644.2,264420107.3,242303020.4,217850760.2,182765367.1,155224061.4,108681946.5,221452462.2,227127907.9,264642063.1,321351609.6,359092959.4,365855364.0,374302743.9,384929878.9,329967129.0,340174575.2,360925466.0,Low income,18,Standard
